channel,msg_id,mint,symbol,call_time_utc,msg_text
devcabal,12644,95pCcNPexz8rg1Sazi2GscfAGSFy3NXSPDL9TdEMZE2V,TYLER,2026-09-20T17:59:58+00:00,Aped a bag of $TYLER here at 16K Good team and fits the current narrative 95pCcNPexz8rg1Sazi2GscfAGSFy3NXSPDL9TdEMZE2V CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://fomo.family/coin?address=95pCcNPexz8rg1Sazi2GscfAGSFy3NXSPDL9TdEMZE2V&chainId=1399811149& https://fomo.family/coin?&address=95pCcNPexz8rg1Sazi2GscfAGSFy3NXSPDL9TdEMZE2V&chainId=1399811149 https://t.me/devcabal/12644
devcabal,12667,4UHmZGe6X4DZ5dxYGiGXMhi3Sp34uPWtHB7qDMyvRbYB,QUEEF,2026-09-20T21:01:45+00:00,"Aped a bag of $QUEEF here at 23K Art looks good and team is well connected, alpha 4UHmZGe6X4DZ5dxYGiGXMhi3Sp34uPWtHB7qDMyvRbYB CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://fomo.family/coin?address=4UHmZGe6X4DZ5dxYGiGXMhi3Sp34uPWtHB7qDMyvRbYB&chainId=1399811149& https://fomo.family/coin?&address=4UHmZGe6X4DZ5dxYGiGXMhi3Sp34uPWtHB7qDMyvRbYB&chainId=1399811149 https://t.me/devcabal/12667"
devcabal,12694,Wb33GwzjQLvvVhV2XB3YonQZQFM9zhXiU7AZB931Uts,INU,2026-09-21T01:01:40+00:00,"Aped a bag of $INU here at 12K Well connected team, always cooked with them, lets see Wb33GwzjQLvvVhV2XB3YonQZQFM9zhXiU7AZB931Uts CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://fomo.family/coin?address=Wb33GwzjQLvvVhV2XB3YonQZQFM9zhXiU7AZB931Uts&chainId=1399811149 https://fomo.family/coin?address=Wb33GwzjQLvvVhV2XB3YonQZQFM9zhXiU7AZB931Uts&chainId=1399811149 https://t.me/devcabal/12694"
devcabal,12759,DEW9dSN6QpWyNthphCpMmAbZP1Q4cEKR9xQXAri98WDP,SI,2026-09-21T18:11:04+00:00,"Aped a bag of $SI here at 48K Good team and dev is a big whale, i think sends DEW9dSN6QpWyNthphCpMmAbZP1Q4cEKR9xQXAri98WDP CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/12759 https://fomo.family/coin?address=DEW9dSN6QpWyNthphCpMmAbZP1Q4cEKR9xQXAri98WDP&chainId=1399811149 https://t.me/devcabal/12759"
devcabal,12780,EYMBTNraihZkLhjVQhDivPhjAWFgRF1By2zVd8rcNcGz,INURANUS,2026-09-21T21:00:58+00:00,"Aped a bag of $INURANUS here at 24K $URANUS Beta and good team $URANUS ran to 82M, expecting atleast 1M+ here EYMBTNraihZkLhjVQhDivPhjAWFgRF1By2zVd8rcNcGz CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://fomo.family/coin?address=EYMBTNraihZkLhjVQhDivPhjAWFgRF1By2zVd8rcNcGz&chainId=1399811149 https://fomo.family/coin?address=EYMBTNraihZkLhjVQhDivPhjAWFgRF1By2zVd8rcNcGz&chainId=1399811149 https://t.me/devcabal/12780"
devcabal,12801,5tYcEEKvN63RrzpomgF2jWMxJMHmr4Zo19RX1mXipump,LOOONGCAT,2026-09-22T01:00:55+00:00,Aped a bag of $LOOONGCAT here at 20K Very good team behind this im expecting 1M+ 5tYcEEKvN63RrzpomgF2jWMxJMHmr4Zo19RX1mXipump CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/12801 https://fomo.family/coin?address=5tYcEEKvN63RrzpomgF2jWMxJMHmr4Zo19RX1mXipump&chainId=1399811149 https://t.me/devcabal/12801
devcabal,12827,BVdbH7PLTSQxBssqvWTxVDoA8qfsztdVtMsZQSS9CScZ,GHOSTCAT,2026-09-22T05:03:48+00:00,"Aped a bag of $GHOSTCAT here at 16K Insane team good art, expecting 1M+ BVdbH7PLTSQxBssqvWTxVDoA8qfsztdVtMsZQSS9CScZ CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://fomo.family/coin?address=BVdbH7PLTSQxBssqvWTxVDoA8qfsztdVtMsZQSS9CScZ&chainId=1399811149 https://fomo.family/coin?address=BVdbH7PLTSQxBssqvWTxVDoA8qfsztdVtMsZQSS9CScZ&chainId=1399811149 https://t.me/devcabal/12827"
devcabal,12874,HdQVNvj2v31JfvLqL6PKeUDnLwJv5KkaKphR1KfkGjou,APE,2026-09-22T18:00:18+00:00,"Aped a bag of $APE here at 19K Good team , goals 1M+ HdQVNvj2v31JfvLqL6PKeUDnLwJv5KkaKphR1KfkGjou CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://fomo.family/coin?address=HdQVNvj2v31JfvLqL6PKeUDnLwJv5KkaKphR1KfkGjou&chainId=1399811149 https://fomo.family/coin?address=HdQVNvj2v31JfvLqL6PKeUDnLwJv5KkaKphR1KfkGjou&chainId=1399811149 https://t.me/devcabal/12874"
devcabal,12896,FDaJxBqw1fDhwPQTn8XU3bKH8sXXRe8o5kzC3CdUAv7X,SWEEP,2026-09-22T21:58:22+00:00,"Aped a bag of $SWEEP here at 7K Good team , goals 500K+ FDaJxBqw1fDhwPQTn8XU3bKH8sXXRe8o5kzC3CdUAv7X CLICH HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/12896 https://fomo.family/coin?address=FDaJxBqw1fDhwPQTn8XU3bKH8sXXRe8o5kzC3CdUAv7X&chainId=1399811149 https://t.me/devcabal/12896"
devcabal,12955,HuAXPyDWDaMYFKuwQHpqL1oPnj93zdzWmtvFGzCeCUa7,MASK,2026-09-23T17:03:15+00:00,Aped a fat bag of $MASK at 56K Good team behind expecting 1M+ HuAXPyDWDaMYFKuwQHpqL1oPnj93zdzWmtvFGzCeCUa7 CLICK HERE TO BUY ON FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/12955 https://fomo.family/coin?address=HuAXPyDWDaMYFKuwQHpqL1oPnj93zdzWmtvFGzCeCUa7&chainId=1399811149 https://t.me/devcabal/12955
devcabal,12977,7Qy2cXpdj4Fu2DUPVWdN3oogM3JSwLUV2LZaKVgVcPZh,HYPERCAT,2026-09-23T22:03:49+00:00,Aped a bag of $HYPERCAT here at 24k Good meme and team behind im expecting 1M+ CA ( tap to copy ) 7Qy2cXpdj4Fu2DUPVWdN3oogM3JSwLUV2LZaKVgVcPZh CLICK HERE TO BUY IN FOMO https://t.me/devcabal https://t.me/devcabal https://fomo.family/coin?address=7Qy2cXpdj4Fu2DUPVWdN3oogM3JSwLUV2LZaKVgVcPZh&chainId=1399811149 https://fomo.family/coin?address=7Qy2cXpdj4Fu2DUPVWdN3oogM3JSwLUV2LZaKVgVcPZh&chainId=1399811149 https://t.me/devcabal/12977
devcabal,13001,2PENPmfgJfq6CG3k4byj4oWwHf8SerqakmYHMkUupump,familiars,2026-09-24T03:03:12+00:00,Aped a big bag in $Familiars at 37K Very strong team behind this one Ca- tap to copy 2PENPmfgJfq6CG3k4byj4oWwHf8SerqakmYHMkUupump CLICK HERE TO BUY IN FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/13001 https://fomo.family/coin?address=2PENPmfgJfq6CG3k4byj4oWwHf8SerqakmYHMkUupump&chainId=1399811149 https://t.me/devcabal/13001
devcabal,13063,4GNxP8SdJP3ejirb45tvFscARQubPWseC3PELxAUpump,CI,2026-09-24T17:05:06+00:00,Aped a fat bag of $CI Fits the current narrative and solid team 4GNxP8SdJP3ejirb45tvFscARQubPWseC3PELxAUpump https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/13063 https://t.me/devcabal/13063
devcabal,13088,2Ngvnnkwrwq5u4RYV5WYKJ2wiQoEkKaVCc4LuuhYSTNK,STONKBLEND,2026-09-24T22:03:11+00:00,Aped a bag of $STONKBLEND at 17K Good meme follows the narrative Ca - tap to copy 2Ngvnnkwrwq5u4RYV5WYKJ2wiQoEkKaVCc4LuuhYSTNK CLICK HERE TO BUY IN FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/13088 https://fomo.family/coin?address=2Ngvnnkwrwq5u4RYV5WYKJ2wiQoEkKaVCc4LuuhYSTNK&chainId=1399811149 https://t.me/devcabal/13088
devcabal,13146,GgsSaetRZNCuP9HEWjbojtVWByRWFxpr93S1wtGFpump,BLUEPRINT,2026-09-25T19:04:07+00:00,Aped $BLUEPRINT at 26K Good team i think this sends hard GgsSaetRZNCuP9HEWjbojtVWByRWFxpr93S1wtGFpump CLICK HERE TO BUY IN FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/13146 https://fomo.family/coin?address=GgsSaetRZNCuP9HEWjbojtVWByRWFxpr93S1wtGFpump&chainId=1399811149 https://t.me/devcabal/13146
devcabal,13186,CbcyNo7m1amFWqEQm2m4PLv1UNvpcL3C1Ujm6AkzpKoU,e/acc,2026-09-26T02:16:32+00:00,Aped a big bag of $e/acc at 28K Very good team behind and viral narrative Ca tap to copy CbcyNo7m1amFWqEQm2m4PLv1UNvpcL3C1Ujm6AkzpKoU CLICK HERE TO BUY IN FOMO https://t.me/devcabal https://t.me/devcabal https://t.me/devcabal/13186 https://fomo.family/coin?address=CbcyNo7m1amFWqEQm2m4PLv1UNvpcL3C1Ujm6AkzpKoU&chainId=1399811149 https://t.me/devcabal/13186
